2dmatpedia id,"2dmatpedia band structure (BG, VBM, CBM)","preds band structure (BG, Direc BG, VBM, CBM)"
2dm-3056,"[0.0, nan, nan]","[0.014041543006896973, 0.0014917850494384766, -4.083110809326172, -4.058093070983887]"
2dm-3057,"[0.0, nan, nan]","[0.14425015449523926, 0.18494713306427002, -4.7637715339660645, -4.579636573791504]"
2dm-3058,"[0.0, nan, nan]","[0.045072317123413086, 0.05695843696594238, -4.02632474899292, -4.0016374588012695]"
2dm-3059,"[0.0, nan, nan]","[0.025365233421325684, 0.01780843734741211, -4.397294044494629, -4.3535966873168945]"
2dm-3060,"[0.0, nan, nan]","[0.15863299369812012, 0.2331298589706421, -4.686715126037598, -4.488750457763672]"
2dm-3061,"[0.0, nan, nan]","[0.16726422309875488, 0.19864273071289062, -4.364028453826904, -4.183274269104004]"
2dm-3062,"[3.2968997955322266, -4.203800201416016, -0.9068999290466309]","[4.367599964141846, 4.553276062011719, -7.224152088165283, -2.856158971786499]"
2dm-3063,"[4.224599838256836, -4.9355998039245605, -0.7109999656677246]","[5.269347190856934, 5.348173141479492, -7.881603717803955, -2.6258938312530518]"
2dm-3064,"[0.0, nan, nan]","[0.058210015296936035, 0.09357261657714844, -4.831884384155273, -4.783870220184326]"
2dm-3065,"[2.2971999645233154, -4.797599792480469, -2.5004000663757324]","[3.3433046340942383, 3.523393154144287, -7.732500076293945, -4.397510528564453]"
2dm-3066,"[0.0, nan, nan]","[0.1585094928741455, 0.24041450023651123, -5.029085159301758, -4.820425033569336]"
2dm-3067,"[0.0, nan, nan]","[0.023647546768188477, 0.06569623947143555, -4.413366317749023, -4.381358623504639]"
2dm-3068,"[0.0, nan, nan]","[0.3105257749557495, 0.37524545192718506, -4.890061378479004, -4.517387866973877]"
2dm-3069,"[0.0, nan, nan]","[0.048221468925476074, 0.039255380630493164, -4.268536567687988, -4.170915126800537]"
2dm-3070,"[0.0, nan, nan]","[0.049490928649902344, 0.03472185134887695, -4.34486198425293, -4.29471492767334]"
2dm-3071,"[3.200900077819824, -3.9207000732421875, -0.7197999954223633]","[3.9329936504364014, 3.9611635208129883, -5.303012371063232, -1.3871269226074219]"
2dm-3072,"[0.0, nan, nan]","[0.06922447681427002, 0.05473899841308594, -4.134152412414551, -4.067354679107666]"
2dm-3073,"[1.3248000144958496, -2.0692999362945557, -0.744499921798706]","[1.3889479637145996, 1.4053311347961426, -5.027114391326904, -3.6368038654327393]"
2dm-3074,"[4.020500183105469, -7.11359977722168, -3.093100070953369]","[5.527717590332031, 5.614859580993652, -9.976028442382812, -4.443044185638428]"
2dm-3075,"[0.0, nan, nan]","[0.9223860502243042, 1.1692038774490356, -5.971376419067383, -5.025800704956055]"
2dm-3076,"[0.0, nan, nan]","[0.15780603885650635, 0.2976818084716797, -4.467347145080566, -4.291285037994385]"
2dm-3077,"[0.0, nan, nan]","[0.02364206314086914, 0.02042675018310547, -4.404626369476318, -4.320798397064209]"
2dm-3078,"[0.0, nan, nan]","[0.6305727958679199, 0.764042854309082, -6.690036296844482, -5.940040111541748]"
2dm-3079,"[4.8460001945495605, -4.829899787902832, 0.016099929809570312]","[6.075740814208984, 6.316649436950684, -7.518404006958008, -1.4286258220672607]"
2dm-3080,"[0.0, nan, nan]","[0.044805288314819336, 0.06041407585144043, -4.348776340484619, -4.260054588317871]"
2dm-3081,"[0.9366999864578247, -1.1546001434326172, -0.21789991855621338]","[2.285165309906006, 2.352877378463745, -6.138686656951904, -3.8389532566070557]"
2dm-3082,"[0.0, nan, nan]","[0.03885471820831299, 0.061234474182128906, -5.130515098571777, -5.054040908813477]"
2dm-3083,"[1.2258000373840332, -3.678800106048584, -2.453000068664551]","[2.8237743377685547, 3.0017449855804443, -7.545756816864014, -4.732151031494141]"
2dm-3084,"[0.0, nan, nan]","[0.0405048131942749, 0.05823707580566406, -4.337896347045898, -4.299923896789551]"
2dm-3085,"[2.8929998874664307, -3.910900115966797, -1.017899990081787]","[4.05795955657959, 4.940621852874756, -6.240790843963623, -2.166057586669922]"
2dm-3086,"[0.0, nan, nan]","[0.6133341789245605, 0.723176121711731, -5.978932857513428, -5.1695098876953125]"
2dm-3087,"[0.0, nan, nan]","[0.004894256591796875, 0.01183462142944336, -4.427030563354492, -4.419294357299805]"
2dm-3088,"[2.1347999572753906, -2.3498001098632812, -0.21500003337860107]","[3.097221851348877, 3.4900460243225098, -6.269264221191406, -3.1718385219573975]"
2dm-3089,"[0.0, nan, nan]","[0.2481769323348999, 0.24025583267211914, -4.800680160522461, -4.469157695770264]"
2dm-3090,"[3.06850004196167, -5.342700004577637, -2.274199962615967]","[4.555809020996094, 4.674542427062988, -8.548752784729004, -3.9907784461975098]"
2dm-3091,"[0.0, nan, nan]","[0.46713244915008545, 0.6241443157196045, -5.020901679992676, -4.489776611328125]"
2dm-3092,"[0.9398000240325928, -2.6221001148223877, -1.6822999715805054]","[1.9062702655792236, 1.9986634254455566, -5.6616973876953125, -3.758531093597412]"
2dm-3093,"[0.3937000036239624, -5.805300235748291, -5.411600112915039]","[1.6276707649230957, 1.7535936832427979, -7.386392116546631, -5.747468948364258]"
2dm-3094,"[3.1342997550964355, -4.6493000984191895, -1.5149999856948853]","[5.211759567260742, 5.183977127075195, -8.100650787353516, -2.8864808082580566]"
2dm-3095,"[0.08619993925094604, -3.4439001083374023, -3.3577001094818115]","[0.0077697038650512695, 0.010027885437011719, -4.701979160308838, -4.750301837921143]"
2dm-3096,"[0.17059999704360962, -5.102799892425537, -4.932199954986572]","[0.8424882888793945, 0.8213576078414917, -6.832698345184326, -5.92155647277832]"
2dm-3097,"[1.589400053024292, -1.1094999313354492, 0.47989988327026367]","[2.4750518798828125, 2.497667074203491, -5.648980617523193, -3.1678428649902344]"
2dm-3098,"[0.0, nan, nan]","[0.046971917152404785, 0.04052853584289551, -4.624722480773926, -4.49986457824707]"
2dm-3099,"[1.4594999551773071, -2.5966999530792236, -1.1371999979019165]","[1.8407477140426636, 1.9695155620574951, -5.556473731994629, -3.700897455215454]"
2dm-3100,"[0.0, nan, nan]","[0.10161137580871582, 0.16403460502624512, -4.597276210784912, -4.486091613769531]"
2dm-3101,"[0.0, nan, nan]","[0.04195725917816162, 0.0774984359741211, -4.492499351501465, -4.428128719329834]"
2dm-3102,"[0.0, nan, nan]","[1.3043110370635986, 1.285271406173706, -6.767044544219971, -5.406142234802246]"
2dm-3103,"[0.0, nan, nan]","[0.1154334545135498, 0.20152342319488525, -5.240548133850098, -5.101923942565918]"
2dm-3104,"[0.0, nan, nan]","[1.616941213607788, 1.9431194067001343, -7.567940711975098, -5.857720851898193]"
2dm-3105,"[0.0, nan, nan]","[0.016011476516723633, 0.040122032165527344, -4.353612899780273, -4.336891174316406]"
2dm-3106,"[0.0, nan, nan]","[0.03608536720275879, 0.04757070541381836, -4.36134147644043, -4.295894622802734]"
2dm-3107,"[1.2720999717712402, -3.3819000720977783, -2.109800100326538]","[2.262565851211548, 2.514944076538086, -6.038129806518555, -3.77119779586792]"
2dm-3108,"[0.09429997205734253, -2.3814001083374023, -2.287100076675415]","[0.030385732650756836, 0.024645090103149414, -4.9584174156188965, -4.920608043670654]"
2dm-3109,"[0.8392000198364258, -0.7309999465942383, 0.1082000732421875]","[1.1517589092254639, 1.1211940050125122, -5.823633670806885, -4.670642852783203]"
2dm-3110,"[3.1349997520446777, -5.178699970245361, -2.0436999797821045]","[4.902667045593262, 5.0408735275268555, -8.292469024658203, -3.3944547176361084]"
2dm-3111,"[1.347000002861023, -2.884200096130371, -1.5371999740600586]","[1.6550202369689941, 1.9917945861816406, -5.960792541503906, -4.301995277404785]"
2dm-3112,"[0.0, nan, nan]","[0.2767343521118164, 0.31398916244506836, -4.416180610656738, -4.055386543273926]"
2dm-3113,"[0.0, nan, nan]","[0.07272481918334961, 0.05109262466430664, -4.245326995849609, -4.20727014541626]"
2dm-3114,"[0.0, nan, nan]","[0.10222506523132324, 0.25405585765838623, -4.910482406616211, -4.77266788482666]"
2dm-3115,"[0.1898999810218811, -1.6717000007629395, -1.4817999601364136]","[0.24141502380371094, 0.24790334701538086, -4.3479509353637695, -4.070949554443359]"
2dm-3116,"[1.2910000085830688, -2.8506999015808105, -1.5597000122070312]","[1.60109281539917, 1.7199238538742065, -5.733322620391846, -4.125631332397461]"
2dm-3117,"[0.060100018978118896, -1.2762000560760498, -1.2160999774932861]","[0.06242096424102783, 0.06679224967956543, -3.9057416915893555, -3.870185375213623]"
2dm-3118,"[0.0, nan, nan]","[0.1898096799850464, 0.28849661350250244, -5.8271918296813965, -5.531724452972412]"
2dm-3119,"[0.0, nan, nan]","[0.4482184648513794, 0.5547586679458618, -5.435065269470215, -4.887813568115234]"
2dm-3120,"[0.0, nan, nan]","[0.03747987747192383, 0.018022537231445312, -4.3834357261657715, -4.326688289642334]"
2dm-3121,"[0.0, nan, nan]","[0.010278940200805664, 0.005801677703857422, -4.413175106048584, -4.395506858825684]"
2dm-3122,"[2.053800106048584, -3.6175999641418457, -1.5637999773025513]","[2.608003854751587, 3.0171918869018555, -6.197672367095947, -3.585801601409912]"
2dm-3123,"[0.0, nan, nan]","[0.029439449310302734, 0.019842863082885742, -4.255526542663574, -4.193821907043457]"
2dm-3124,"[1.5326999425888062, -6.300000190734863, -4.767300128936768]","[3.135921001434326, 3.3658432960510254, -8.483549118041992, -5.346397399902344]"
2dm-3125,"[0.0, nan, nan]","[0.03413724899291992, 0.02448415756225586, -4.269436836242676, -4.22091817855835]"
2dm-3126,"[0.0, nan, nan]","[0.02999591827392578, 0.060765743255615234, -4.219558238983154, -4.1878132820129395]"
2dm-3127,"[0.0, nan, nan]","[0.32821333408355713, 0.598298192024231, -5.173309803009033, -4.797101974487305]"
2dm-3128,"[0.0, nan, nan]","[0.03679013252258301, 0.031996965408325195, -4.254093647003174, -4.175283908843994]"
2dm-3129,"[0.0, nan, nan]","[0.039407968521118164, 0.055541038513183594, -4.83718204498291, -4.746633052825928]"
2dm-3130,"[7.06689977645874, -6.205399990081787, 0.8615000247955322]","[8.355406761169434, 8.693203926086426, -9.545164108276367, -1.1697919368743896]"
2dm-3131,"[0.0, nan, nan]","[0.019242405891418457, 0.014657974243164062, -4.3160505294799805, -4.283095359802246]"
2dm-3132,"[0.0, nan, nan]","[0.01913750171661377, 0.041687726974487305, -4.353538513183594, -4.299259662628174]"
2dm-3133,"[0.4788999557495117, -3.6061999797821045, -3.1273000240325928]","[1.6268327236175537, 1.813040852546692, -6.6688337326049805, -5.044874668121338]"
2dm-3134,"[0.0, nan, nan]","[0.05219578742980957, 0.037915945053100586, -4.213260650634766, -4.102685451507568]"
2dm-3135,"[2.961199998855591, -3.909899950027466, -0.948699951171875]","[4.364925384521484, 4.4261603355407715, -5.764277458190918, -1.3980786800384521]"
2dm-3136,"[0.0, nan, nan]","[0.042044639587402344, 0.03430461883544922, -4.239425182342529, -4.13950777053833]"
2dm-3137,"[0.0, nan, nan]","[0.1584630012512207, 0.31110382080078125, -4.816830635070801, -4.636205673217773]"
2dm-3138,"[1.0607999563217163, -6.306099891662598, -5.245299816131592]","[2.1738452911376953, 2.1962344646453857, -8.89109992980957, -6.673133850097656]"
2dm-3139,"[0.0, nan, nan]","[0.06188309192657471, 0.10960102081298828, -4.652212142944336, -4.593116760253906]"
2dm-3140,"[0.0, nan, nan]","[0.01697230339050293, 0.02423858642578125, -4.3808794021606445, -4.359222888946533]"
2dm-3141,"[0.0, nan, nan]","[0.05652272701263428, 0.043611764907836914, -4.312674522399902, -4.268801689147949]"
2dm-3142,"[6.086400032043457, -8.07450008392334, -1.9881000518798828]","[8.4834566116333, 8.544293403625488, -11.303032875061035, -2.8123722076416016]"
2dm-3143,"[0.0, nan, nan]","[0.018146276473999023, 0.01146554946899414, -4.816439628601074, -4.7405171394348145]"
2dm-3144,"[0.0, nan, nan]","[0.08507168292999268, 0.09719967842102051, -4.207622051239014, -4.144643783569336]"
2dm-3145,"[0.0, nan, nan]","[0.03433787822723389, 0.024628877639770508, -4.2741804122924805, -4.2423176765441895]"
2dm-3146,"[0.0, nan, nan]","[0.06427276134490967, 0.05299806594848633, -4.263388633728027, -4.196221351623535]"
2dm-3147,"[0.17309999465942383, -2.624799966812134, -2.45169997215271]","[1.3649778366088867, 1.6735923290252686, -5.19369649887085, -3.838766098022461]"
2dm-3148,"[0.0, nan, nan]","[0.0010297298431396484, 0.004614591598510742, -4.505439281463623, -4.484644412994385]"
2dm-3149,"[0.0, nan, nan]","[0.0778355598449707, 0.12109780311584473, -5.040317058563232, -4.910455703735352]"
2dm-3150,"[1.6533000469207764, -2.8954999446868896, -1.2422000169754028]","[2.0749573707580566, 2.086308240890503, -6.046179294586182, -3.9619061946868896]"
2dm-3151,"[0.0, nan, nan]","[0.22865521907806396, 0.266801118850708, -5.081151008605957, -4.7571024894714355]"
2dm-3152,"[3.9934000968933105, -4.832399845123291, -0.8389999866485596]","[6.04034423828125, 6.180109977722168, -8.347103118896484, -2.303685188293457]"
2dm-3153,"[0.0, nan, nan]","[0.03478395938873291, 0.06408524513244629, -4.384556293487549, -4.3833465576171875]"
2dm-3154,"[0.0, nan, nan]","[0.632960319519043, 0.7055073976516724, -5.665391445159912, -4.977526664733887]"
2dm-3155,"[2.984600067138672, -4.5355000495910645, -1.5508999824523926]","[3.840059280395508, 3.928288698196411, -7.037623405456543, -3.199571132659912]"
2dm-3156,"[0.0, nan, nan]","[0.5546495914459229, 1.046876311302185, -4.448748588562012, -3.823854446411133]"
2dm-3157,"[0.0, nan, nan]","[0.5487433671951294, 0.6598026752471924, -4.788026332855225, -4.184107780456543]"
2dm-3158,"[0.20409995317459106, -1.1979999542236328, -0.9939000606536865]","[2.871142625808716, 2.814448356628418, -6.3093132972717285, -3.3967342376708984]"
2dm-3159,"[0.04490005970001221, -5.898200035095215, -5.853300094604492]","[0.8639266490936279, 1.1044317483901978, -8.837979316711426, -7.975734233856201]"
2dm-3160,"[0.0, nan, nan]","[0.015446066856384277, 0.03022909164428711, -4.407474040985107, -4.391755104064941]"
2dm-3161,"[0.0, nan, nan]","[0.012528538703918457, 0.009697198867797852, -4.278844833374023, -4.252234935760498]"
2dm-3162,"[1.5326000452041626, -3.1070001125335693, -1.5743999481201172]","[2.2539360523223877, 2.299013376235962, -5.9698357582092285, -3.707754611968994]"
2dm-3163,"[0.0, nan, nan]","[0.06110787391662598, 0.08044648170471191, -4.634349822998047, -4.540550708770752]"
2dm-3164,"[1.5652999877929688, -2.2083001136779785, -0.6430000066757202]","[2.5013375282287598, 2.7631282806396484, -6.021379470825195, -3.502135753631592]"
2dm-3165,"[0.0, nan, nan]","[0.11560666561126709, 0.14513254165649414, -4.428154945373535, -4.284682750701904]"
2dm-3166,"[0.0, nan, nan]","[0.03168988227844238, 0.0655517578125, -4.352471828460693, -4.315457820892334]"
2dm-3167,"[1.7551000118255615, -3.369800090789795, -1.6146999597549438]","[2.4028735160827637, 2.430399179458618, -6.125517845153809, -3.7134835720062256]"
2dm-3168,"[0.0, nan, nan]","[0.009259819984436035, 0.01769280433654785, -4.489842414855957, -4.47484827041626]"
2dm-3169,"[0.0, nan, nan]","[0.10853230953216553, 0.11367154121398926, -4.370484828948975, -4.184693336486816]"
2dm-3170,"[0.9429000020027161, -1.7416000366210938, -0.7986999750137329]","[1.3337359428405762, 1.480881929397583, -5.481022834777832, -4.150835037231445]"
2dm-3171,"[0.0, nan, nan]","[0.04609560966491699, 0.030747413635253906, -4.264890670776367, -4.154087066650391]"
2dm-3172,"[0.0, nan, nan]","[0.022676706314086914, 0.02236771583557129, -4.251958847045898, -4.20367956161499]"
2dm-3173,"[0.7371000051498413, -4.631999969482422, -3.894899845123291]","[0.3237265348434448, 0.3937021493911743, -5.61220645904541, -5.238654613494873]"
2dm-3174,"[0.0, nan, nan]","[0.7555747032165527, 0.8445829153060913, -5.589996337890625, -4.7667694091796875]"
2dm-3175,"[0.0, nan, nan]","[0.2136387825012207, 0.24662244319915771, -5.042099952697754, -4.722322463989258]"
2dm-3176,"[1.2350000143051147, -1.8080999851226807, -0.5730999708175659]","[0.8969069719314575, 0.8629946708679199, -4.707831382751465, -3.8150813579559326]"
2dm-3177,"[0.9125000238418579, -0.616300106048584, 0.2962000370025635]","[1.6106235980987549, 1.5817939043045044, -5.455651760101318, -3.822450637817383]"
2dm-3178,"[0.0, nan, nan]","[2.6528160572052, 2.844266414642334, -7.724706172943115, -5.040491104125977]"
2dm-3179,"[0.014400005340576172, -2.7260000705718994, -2.7116000652313232]","[0.2368764877319336, 0.3566805124282837, -5.253231048583984, -5.015334129333496]"
2dm-3180,"[0.0, nan, nan]","[0.008776426315307617, 0.015527963638305664, -4.5008134841918945, -4.452854633331299]"
2dm-3181,"[0.15289998054504395, -5.486999988555908, -5.334099769592285]","[1.2898712158203125, 1.2818965911865234, -8.183921813964844, -6.866586685180664]"
2dm-3182,"[0.0, nan, nan]","[0.062008023262023926, 0.0455927848815918, -4.34622859954834, -4.223852157592773]"
2dm-3183,"[0.0, nan, nan]","[0.2186567783355713, 0.5281054973602295, -4.780067443847656, -4.551573276519775]"
2dm-3184,"[0.0, nan, nan]","[0.03238809108734131, 0.025021076202392578, -4.202613353729248, -4.191715717315674]"
2dm-3185,"[0.0, nan, nan]","[0.005875349044799805, 0.05278968811035156, -4.247747421264648, -4.266378879547119]"
2dm-3186,"[0.0, nan, nan]","[0.002173185348510742, 0.0075490474700927734, -4.457521438598633, -4.437462329864502]"
2dm-3187,"[0.0, nan, nan]","[0.05408298969268799, 0.03762507438659668, -4.2771735191345215, -4.16835880279541]"
2dm-3188,"[1.162500023841858, -4.894999980926514, -3.7325000762939453]","[2.5968546867370605, 2.6302757263183594, -7.708432674407959, -5.107539176940918]"
2dm-3189,"[0.0, nan, nan]","[0.0510329008102417, 0.04870939254760742, -4.365555286407471, -4.266705513000488]"
2dm-3190,"[0.0, nan, nan]","[0.5047346353530884, 0.5761305093765259, -7.095998764038086, -6.517541408538818]"
2dm-3191,"[1.2346999645233154, -0.578700065612793, 0.6560001373291016]","[2.8051910400390625, 3.0151705741882324, -5.997767448425293, -3.1760268211364746]"
2dm-3192,"[0.0, nan, nan]","[0.13713586330413818, 0.20452558994293213, -4.698137283325195, -4.500129222869873]"
2dm-3193,"[0.0, nan, nan]","[1.0343844890594482, 1.2079741954803467, -5.657255172729492, -4.5253729820251465]"
2dm-3194,"[1.1261999607086182, -4.115699768066406, -2.989500045776367]","[2.086057662963867, 2.8126730918884277, -6.901126384735107, -4.814212799072266]"
2dm-3195,"[0.0, nan, nan]","[0.2235548496246338, 0.2781769037246704, -5.091413497924805, -4.783443450927734]"
2dm-3196,"[0.0, nan, nan]","[0.19768249988555908, 0.26709771156311035, -5.6044111251831055, -5.3204345703125]"
2dm-3197,"[0.0, nan, nan]","[0.03295910358428955, 0.08813357353210449, -4.455045700073242, -4.391992092132568]"
2dm-3198,"[0.0, nan, nan]","[0.03707468509674072, 0.07755661010742188, -4.022229194641113, -3.976123332977295]"
